date,posts,score_sum,score_mean,mentions_GME,mentions_AMC,mentions_BB,Open,High,Low,Close,Adj Close,Volume,return_close,abs_return,hl_range,vol_next,absret_next,hl_next,ticker
2020-09-29,1,4,4.0,0,0,0,2.5,2.6624999046325684,2.4825000762939453,2.587500095367432,2.587500095367432,20950400,,,0.06956514848478201,235263200.0,0.442893727768914,1.9150309313614606,GME
2021-01-28,8447,1178729,139.54409849650764,2308,1467,782,66.25,120.75,28.0625,48.400001525878906,48.400001525878906,235263200,-0.442893727768914,0.442893727768914,1.9150309313614606,202264400.0,0.6787189553404578,0.5045538799579329,GME
2021-01-29,8938,7143183,799.1925486686059,2936,1093,574,94.92749786376952,103.49500274658205,62.5,81.25,81.25,202264400,0.6787189553404578,0.6787189553404578,0.5045538799579329,149528800.0,0.3076923076923077,0.4888888888888889,GME
2021-02-01,1154,3521109,3051.2209705372616,400,120,59,79.13999938964844,80.5,53.0,56.25,56.25,149528800,-0.3076923076923077,0.3076923076923077,0.4888888888888889,312732400.0,0.6,0.9308888753255208,GME
2021-02-02,1963,1023295,521.2913907284768,576,179,34,35.189998626708984,39.5,18.55500030517578,22.5,22.5,312732400,-0.6,0.6,0.9308888753255208,170794000.0,0.026777818467881964,0.30462071648441214,GME
2021-02-03,2098,2898501,1381.5543374642516,574,172,52,28.002500534057617,28.350000381469727,21.3125,23.102500915527344,23.102500915527344,170794000,0.026777818467881964,0.026777818467881964,0.30462071648441214,249709200.0,0.42105834996372304,0.7134579096999124,GME
2021-02-04,1578,1186283,751.7636248415716,559,199,46,22.79750061035156,22.875,13.332500457763672,13.375,13.375,249709200,-0.42105834996372304,0.42105834996372304,0.7134579096999124,325380000.0,0.1919626253787603,0.6885682849648825,GME
2021-02-05,2856,580750,203.34383753501402,1016,335,53,13.510000228881836,23.75,12.772500038146973,15.942500114440918,15.942500114440918,325380000,0.1919626253787603,0.1919626253787603,0.6885682849648825,102749200.0,0.05911871461033824,0.24400005340576172,GME
2021-02-08,267,896246,3356.7265917602995,96,34,8,18.102500915527344,18.165000915527344,14.505000114440918,15.0,15.0,102749200,-0.05911871461033824,0.05911871461033824,0.24400005340576172,107372400.0,0.1614999771118164,0.2083084725932851,GME
2021-02-09,163,843843,5176.950920245399,56,16,5,14.15250015258789,14.25,11.630000114440918,12.577500343322754,12.577500343322754,107372400,-0.1614999771118164,0.1614999771118164,0.2083084725932851,145820000.0,0.017690307401202476,0.31796879592584376,GME
